loan_id,assessment_date,stage_2_probability,predicted_stage
LN-00000185,2023-Q3,0.06799819,0
LN-00000186,2021-Q4,0.062335595,0
LN-00000187,2021-Q2,0.20693584,0
LN-00000188,2021-Q1,0.027493458,0
LN-00000189,2024-Q1,0.05432322,0
LN-00000190,2023-Q3,0.14021648,0
LN-00000191,2024-Q1,0.21463102,0
LN-00000192,2022-Q4,0.8809111,1
LN-00000193,2022-Q2,0.27863818,0
LN-00000194,2023-Q4,0.2616004,0
LN-00000195,2023-Q2,0.5787944,1
LN-00000196,2022-Q4,0.77925557,1
LN-00000197,2022-Q4,0.22011308,0
LN-00000198,2021-Q4,0.08851132,0
LN-00000199,2021-Q4,0.58213025,1
LN-00000200,2022-Q1,0.9423432,1
LN-00000201,2022-Q1,0.038805556,0
LN-00000202,2023-Q2,0.04392807,0
LN-00000203,2021-Q3,0.09117758,0
LN-00000204,2022-Q1,0.9572106,1
LN-00000205,2022-Q2,0.7283677,1
LN-00000206,2023-Q3,0.12068295,0
LN-00000207,2023-Q1,0.3472055,0
LN-00000208,2021-Q4,0.3841801,0
LN-00000209,2023-Q4,0.014246753,0
LN-00000210,2022-Q1,0.07854115,0
LN-00000211,2021-Q2,0.10574255,0
LN-00000212,2024-Q3,0.97349066,1
LN-00000213,2024-Q1,0.15724204,0
LN-00000214,2023-Q4,0.060226757,0
LN-00000215,2024-Q1,0.4740971,0
LN-00000216,2024-Q1,0.08692695,0
LN-00000217,2022-Q4,0.22667854,0
LN-00000218,2022-Q3,0.33304897,0
LN-00000219,2024-Q1,0.028694723,0
LN-00000220,2023-Q4,0.4040156,0
LN-00000221,2022-Q3,0.9541691,1
LN-00000222,2021-Q1,0.38306022,0
LN-00000223,2024-Q4,0.08955136,0
LN-00000224,2023-Q1,0.12626071,0
LN-00000225,2023-Q2,0.90162337,1
LN-00000226,2023-Q3,0.11290638,0
LN-00000227,2023-Q1,0.4297189,0
LN-00000228,2021-Q3,0.8610071,1
LN-00000229,2023-Q4,0.47185585,0
LN-00000230,2022-Q1,0.023974646,0
LN-00000231,2024-Q1,0.13353068,0
LN-00000232,2023-Q3,0.10449794,0
LN-00000233,2021-Q2,0.02340944,0
LN-00000234,2023-Q3,0.6003213,1
LN-00000235,2024-Q2,0.24511933,0
LN-00000236,2023-Q1,0.07342348,0
LN-00000237,2023-Q3,0.1118656,0
LN-00000238,2024-Q4,0.0717531,0
LN-00000239,2022-Q3,0.022558013,0
LN-00000240,2024-Q3,0.33836257,0
LN-00000241,2022-Q3,0.29710335,0
LN-00000242,2023-Q3,0.321062,0
LN-00000243,2024-Q3,0.07962947,0
LN-00000244,2024-Q3,0.17465886,0
LN-00000245,2023-Q1,0.8927532,1
LN-00000246,2024-Q2,0.046464477,0
LN-00000247,2024-Q1,0.35973984,0
LN-00000248,2022-Q1,0.22496347,0
LN-00000249,2021-Q2,0.14621158,0
LN-00000250,2024-Q1,0.5114587,1
LN-00000251,2023-Q4,0.07346669,0
LN-00000252,2024-Q3,0.3567929,0
LN-00000253,2022-Q2,0.098495334,0
LN-00000254,2024-Q4,0.53194976,1
LN-00000255,2023-Q1,0.086722076,0
LN-00000256,2021-Q3,0.19089338,0
LN-00000257,2024-Q2,0.527738,1
LN-00000258,2024-Q2,0.20629087,0
LN-00000259,2022-Q1,0.08587215,0
LN-00000260,2022-Q4,0.15845564,0
LN-00000261,2023-Q2,0.43173623,0
LN-00000262,2021-Q3,0.5942736,1
LN-00000263,2023-Q1,0.038522113,0
LN-00000264,2022-Q4,0.31121254,0
LN-00000265,2024-Q3,0.3290289,0
LN-00000266,2023-Q1,0.40351397,0
LN-00000267,2023-Q3,0.17992194,0
LN-00000268,2024-Q1,0.5657073,1
LN-00000269,2024-Q3,0.85582113,1
LN-00000270,2022-Q1,0.3963548,0
LN-00000271,2023-Q1,0.25416738,0
LN-00000272,2024-Q2,0.4198551,0
LN-00000273,2024-Q3,0.10247659,0
LN-00000274,2023-Q2,0.15494524,0
LN-00000275,2023-Q1,0.50299007,1
LN-00000276,2022-Q4,0.2810832,0
LN-00000277,2024-Q1,0.2286313,0
LN-00000278,2023-Q1,0.084085315,0
LN-00000279,2023-Q3,0.64234304,1
LN-00000280,2023-Q4,0.9412146,1
LN-00000281,2023-Q4,0.04382802,0
LN-00000282,2021-Q4,0.12390923,0
LN-00000283,2021-Q4,0.32023063,0
LN-00000284,2023-Q2,0.01739929,0
LN-00000285,2023-Q4,0.38394567,0
LN-00000286,2021-Q3,0.297274,0
LN-00000287,2022-Q4,0.8995127,1
LN-00000288,2021-Q2,0.11813611,0
LN-00000289,2023-Q2,0.17994446,0
LN-00000290,2021-Q4,0.098983094,0
LN-00000291,2023-Q3,0.07323744,0
LN-00000292,2024-Q2,0.17370757,0
LN-00000293,2024-Q2,0.04295455,0
LN-00000294,2022-Q1,0.2544696,0
LN-00000295,2024-Q3,0.13344173,0
LN-00000296,2024-Q1,0.67301583,1
LN-00000297,2021-Q3,0.11604352,0
LN-00000298,2023-Q3,0.3215883,0
LN-00000299,2023-Q1,0.27572232,0
LN-00000300,2023-Q3,0.08311017,0
LN-00000301,2022-Q1,0.06163468,0
LN-00000302,2024-Q4,0.4357457,0
LN-00000303,2023-Q3,0.035657313,0
LN-00000304,2024-Q2,0.8262078,1
LN-00000305,2023-Q4,0.24123354,0
LN-00000306,2024-Q1,0.9177565,1
LN-00000307,2022-Q1,0.03839157,0
LN-00000308,2023-Q3,0.27412674,0
LN-00000309,2022-Q3,0.07382188,0
LN-00000310,2022-Q2,0.05919722,0
LN-00000311,2022-Q2,0.9260277,1
LN-00000312,2024-Q3,0.531865,1
LN-00000313,2024-Q3,0.40028456,0
LN-00000314,2022-Q4,0.018691044,0
LN-00000315,2021-Q4,0.6202411,1
LN-00000316,2024-Q1,0.10039077,0
LN-00000317,2024-Q3,0.06473093,0
LN-00000318,2021-Q1,0.052199315,0
LN-00000319,2023-Q3,0.04821644,0
LN-00000320,2022-Q3,0.33437145,0
LN-00000321,2021-Q3,0.038987182,0
LN-00000322,2024-Q2,0.116386704,0
LN-00000323,2022-Q4,0.12690331,0
LN-00000324,2022-Q1,0.106132954,0
LN-00000325,2024-Q2,0.77781194,1
LN-00000326,2022-Q3,0.27557743,0
LN-00000327,2021-Q2,0.052912455,0
LN-00000328,2021-Q4,0.05821704,0
LN-00000329,2022-Q3,0.9805596,1
LN-00000330,2021-Q4,0.0757651,0
LN-00000331,2024-Q1,0.08039284,0
LN-00000332,2023-Q1,0.05239997,0
LN-00000333,2022-Q4,0.07416132,0
LN-00000334,2023-Q4,0.31638685,0
LN-00000335,2021-Q2,0.13318044,0
LN-00000336,2023-Q1,0.17420232,0
LN-00000337,2023-Q3,0.57895225,1
LN-00000338,2024-Q1,0.034994405,0
LN-00000339,2023-Q3,0.13484058,0
LN-00000340,2022-Q3,0.23130156,0
LN-00000341,2023-Q1,0.15930383,0
LN-00000342,2024-Q1,0.50750977,1
LN-00000343,2021-Q2,0.14064385,0
LN-00000344,2023-Q4,0.21127042,0
LN-00000345,2023-Q2,0.25567377,0
LN-00000346,2023-Q1,0.12117273,0
LN-00000347,2022-Q2,0.06561322,0
LN-00000348,2022-Q4,0.055804837,0
LN-00000349,2023-Q2,0.11437557,0
LN-00000350,2023-Q1,0.6361393,1
LN-00000351,2024-Q3,0.07110161,0
LN-00000352,2023-Q1,0.08407703,0
LN-00000353,2022-Q4,0.9295326,1
LN-00000354,2021-Q1,0.45397273,0
LN-00000355,2022-Q1,0.94608164,1
LN-00000356,2024-Q2,0.2801464,0
LN-00000357,2024-Q1,0.09620385,0
LN-00000358,2024-Q2,0.44518918,0
LN-00000359,2024-Q2,0.08903152,0
LN-00000360,2022-Q4,0.2775731,0
LN-00000361,2021-Q3,0.35668662,0
LN-00000362,2023-Q2,0.31090522,0
LN-00000363,2024-Q2,0.08255225,0
LN-00000364,2023-Q3,0.09154819,0
LN-00000365,2024-Q3,0.09350293,0
LN-00000366,2023-Q2,0.04655334,0
LN-00000367,2023-Q3,0.059585575,0
LN-00000368,2021-Q3,0.060938008,0
LN-00000369,2022-Q3,0.2022802,0
LN-00000370,2022-Q1,0.13307,0
LN-00000371,2024-Q1,0.08339835,0
LN-00000372,2024-Q4,0.59930176,1
LN-00000373,2022-Q2,0.123918466,0
LN-00000374,2023-Q2,0.028747365,0
LN-00000375,2024-Q1,0.120956026,0
LN-00000376,2022-Q3,0.6539901,1
LN-00000377,2024-Q2,0.31314665,0
LN-00000378,2022-Q1,0.77368784,1
LN-00000379,2023-Q2,0.55822337,1
LN-00000380,2022-Q1,0.23154885,0
LN-00000381,2023-Q1,0.11789385,0
LN-00000382,2022-Q1,0.748007,1
LN-00000383,2022-Q2,0.11721271,0
LN-00000384,2022-Q1,0.05411738,0
LN-00000385,2023-Q3,0.063275404,0
LN-00000386,2023-Q2,0.12470779,0
LN-00000387,2023-Q4,0.057586033,0
LN-00000388,2022-Q3,0.089206204,0
LN-00000389,2021-Q2,0.103089884,0
LN-00000390,2021-Q1,0.26682854,0
LN-00000391,2023-Q1,0.33235654,0
LN-00000392,2024-Q3,0.8940001,1
LN-00000393,2023-Q4,0.05414272,0
LN-00000394,2024-Q2,0.071700685,0
LN-00000395,2023-Q2,0.36670396,0
LN-00000396,2023-Q1,0.06294832,0
LN-00000397,2023-Q3,0.07870138,0
LN-00000398,2023-Q2,0.089668915,0
LN-00000399,2023-Q3,0.11063052,0
LN-00000400,2022-Q4,0.65578926,1
LN-00000401,2023-Q2,0.3271008,0
LN-00000402,2024-Q2,0.013000271,0
LN-00000403,2024-Q3,0.3008664,0
LN-00000404,2024-Q1,0.02849123,0
LN-00000405,2021-Q4,0.071244635,0
LN-00000406,2021-Q2,0.1647298,0
LN-00000407,2024-Q1,0.010234184,0
LN-00000408,2021-Q1,0.40504998,0
LN-00000409,2024-Q4,0.19568825,0
LN-00000410,2021-Q4,0.14187798,0
LN-00000411,2024-Q2,0.7567706,1
LN-00000412,2024-Q4,0.22507375,0
LN-00000413,2022-Q1,0.049528886,0
LN-00000414,2023-Q4,0.11205393,0
LN-00000415,2022-Q2,0.25837117,0
LN-00000416,2022-Q2,0.107501514,0
LN-00000417,2024-Q2,0.13314584,0
LN-00000418,2023-Q4,0.108299285,0
LN-00000419,2022-Q2,0.15646821,0
LN-00000420,2022-Q2,0.020641034,0
LN-00000421,2024-Q1,0.032209832,0
LN-00000422,2023-Q1,0.060218178,0
LN-00000423,2022-Q1,0.062653884,0
LN-00000424,2024-Q2,0.11908187,0
LN-00000425,2023-Q1,0.13703227,0
LN-00000426,2021-Q3,0.035391785,0
LN-00000427,2024-Q4,0.09479701,0
LN-00000428,2021-Q2,0.9835329,1
LN-00000429,2021-Q3,0.660215,1
LN-00000430,2023-Q1,0.08355075,0
LN-00000431,2023-Q3,0.15734108,0
LN-00000432,2022-Q2,0.07402351,0
LN-00000433,2022-Q1,0.2945023,0
LN-00000434,2023-Q1,0.9935096,1
LN-00000435,2022-Q4,0.07471827,0
LN-00000436,2023-Q3,0.9252003,1
LN-00000437,2023-Q4,0.66260767,1
LN-00000438,2023-Q4,0.033084866,0
LN-00000439,2024-Q3,0.23634218,0
LN-00000440,2024-Q4,0.3481329,0
LN-00000441,2023-Q1,0.044642113,0
LN-00000442,2022-Q3,0.10165163,0
LN-00000443,2023-Q1,0.1589954,0
LN-00000444,2024-Q3,0.035274602,0
LN-00000445,2024-Q2,0.092347585,0
LN-00000446,2024-Q2,0.8071864,1
LN-00000447,2024-Q2,0.99606425,1
LN-00000448,2022-Q3,0.022756837,0
LN-00000449,2021-Q3,0.067013904,0
LN-00000450,2023-Q1,0.7690267,1
LN-00000451,2022-Q4,0.12296312,0
LN-00000452,2024-Q2,0.14778508,0
LN-00000453,2022-Q3,0.08722937,0
LN-00000454,2021-Q3,0.08508886,0
LN-00000455,2021-Q3,0.07500333,0
LN-00000456,2024-Q1,0.16797227,0
LN-00000457,2022-Q3,0.96820325,1
LN-00000458,2022-Q4,0.32363436,0
LN-00000459,2024-Q1,0.10892615,0
LN-00000460,2024-Q2,0.123780146,0
LN-00000461,2022-Q3,0.22548416,0
LN-00000462,2024-Q2,0.059382018,0
LN-00000463,2024-Q1,0.36795875,0
LN-00000464,2023-Q3,0.18919845,0
LN-00000465,2024-Q3,0.038680855,0
LN-00000466,2022-Q1,0.86085856,1
LN-00000467,2021-Q3,0.099342085,0
LN-00000468,2022-Q1,0.13123299,0
LN-00000469,2023-Q1,0.37419626,0
LN-00000470,2022-Q2,0.06772784,0
LN-00000471,2022-Q4,0.039222546,0
LN-00000472,2023-Q3,0.102937125,0
LN-00000473,2022-Q3,0.14335303,0
LN-00000474,2023-Q3,0.06534795,0
LN-00000475,2022-Q1,0.16628908,0
LN-00000476,2023-Q2,0.92483974,1
LN-00000477,2022-Q3,0.0282788,0
LN-00000478,2022-Q4,0.869689,1
LN-00000479,2023-Q3,0.8428046,1
LN-00000480,2024-Q1,0.048150316,0
LN-00000481,2021-Q3,0.32679096,0
LN-00000482,2024-Q2,0.036662113,0
LN-00000483,2023-Q3,0.12608886,0
LN-00000484,2022-Q2,0.96042955,1
LN-00000485,2024-Q4,0.73147744,1
LN-00000486,2022-Q3,0.13276877,0
LN-00000487,2022-Q3,0.33903283,0
LN-00000488,2022-Q3,0.08877097,0
LN-00000489,2022-Q2,0.13509917,0
LN-00000490,2024-Q2,0.35007098,0
LN-00000491,2023-Q2,0.5265017,1
LN-00000492,2024-Q2,0.9770008,1
LN-00000493,2023-Q1,0.76539195,1
LN-00000494,2024-Q1,0.88077784,1
LN-00000495,2023-Q1,0.059561476,0
LN-00000496,2021-Q3,0.03386849,0
LN-00000497,2023-Q4,0.33075044,0
LN-00000498,2023-Q1,0.91404325,1
LN-00000499,2022-Q4,0.16938047,0
LN-00000500,2023-Q1,0.270201,0
LN-00000501,2021-Q3,0.47756734,0
LN-00000502,2022-Q3,0.02895656,0
LN-00000503,2024-Q1,0.9671436,1
LN-00000504,2022-Q4,0.5362392,1
LN-00000505,2022-Q1,0.016716722,0
LN-00000506,2022-Q3,0.16738105,0
LN-00000507,2022-Q2,0.61957234,1
LN-00000508,2024-Q2,0.69115615,1
LN-00000509,2023-Q1,0.678297,1
LN-00000510,2023-Q3,0.2408844,0
LN-00000511,2021-Q3,0.5468586,1
LN-00000512,2024-Q2,0.38275734,0
LN-00000513,2024-Q3,0.1427363,0
LN-00000514,2024-Q4,0.16431864,0
LN-00000515,2024-Q3,0.6914543,1
LN-00000516,2022-Q1,0.0987147,0
LN-00000517,2024-Q2,0.057852622,0
LN-00000518,2024-Q1,0.08552086,0
LN-00000519,2022-Q1,0.96020764,1
LN-00000520,2022-Q4,0.82731295,1
LN-00000521,2022-Q2,0.07503668,0
LN-00000522,2023-Q3,0.26912192,0
LN-00000523,2022-Q1,0.9821957,1
LN-00000524,2023-Q4,0.040112864,0
LN-00000525,2022-Q3,0.8190466,1
LN-00000526,2024-Q2,0.41569528,0
LN-00000527,2024-Q1,0.267099,0
LN-00000528,2021-Q2,0.5248528,1
LN-00000529,2021-Q3,0.9648421,1
LN-00000530,2023-Q4,0.7642368,1
LN-00000531,2024-Q3,0.022332659,0
LN-00000532,2023-Q2,0.06200902,0
LN-00000533,2022-Q2,0.065445684,0
LN-00000534,2023-Q1,0.08149368,0
LN-00000535,2024-Q2,0.21840592,0
LN-00000536,2022-Q2,0.83832383,1
LN-00000537,2023-Q2,0.36162105,0
LN-00000538,2023-Q4,0.16789095,0
LN-00000539,2022-Q2,0.96373403,1
LN-00000540,2023-Q3,0.5053349,1
LN-00000541,2024-Q4,0.055764534,0
LN-00000542,2021-Q3,0.071282774,0
LN-00000543,2021-Q2,0.06807664,0
LN-00000544,2024-Q3,0.03987465,0
LN-00000545,2021-Q2,0.7143011,1
LN-00000546,2022-Q3,0.3322467,0
LN-00000547,2024-Q3,0.26091555,0
LN-00000548,2021-Q3,0.07217916,0
LN-00000549,2024-Q3,0.7353294,1
LN-00000550,2023-Q1,0.42165056,0
LN-00000551,2023-Q4,0.14005302,0
LN-00000552,2024-Q2,0.075686105,0
LN-00000553,2022-Q2,0.13953063,0
LN-00000554,2021-Q3,0.9715702,1
LN-00000555,2024-Q2,0.29023352,0
LN-00000556,2023-Q1,0.056340232,0
LN-00000557,2021-Q2,0.9761544,1
LN-00000558,2023-Q4,0.2311779,0
LN-00000559,2024-Q4,0.11505958,0
LN-00000560,2022-Q1,0.1044694,0
LN-00000561,2023-Q3,0.08510417,0
LN-00000562,2021-Q1,0.900154,1
LN-00000563,2022-Q1,0.06105748,0
LN-00000564,2021-Q4,0.20516776,0
LN-00000565,2023-Q1,0.22993593,0
LN-00000566,2024-Q3,0.05476052,0
LN-00000567,2024-Q2,0.30590433,0
LN-00000568,2023-Q3,0.17164603,0
LN-00000569,2023-Q1,0.15750332,0
LN-00000570,2024-Q2,0.74882597,1
LN-00000571,2023-Q4,0.29854128,0
LN-00000572,2021-Q2,0.101869404,0
LN-00000573,2023-Q3,0.93022466,1
LN-00000574,2024-Q4,0.7739963,1
LN-00000575,2022-Q4,0.14097817,0
LN-00000576,2022-Q1,0.026427435,0
LN-00000577,2021-Q1,0.087784216,0
LN-00000578,2022-Q3,0.03180102,0
LN-00000579,2022-Q3,0.2430345,0
LN-00000580,2021-Q3,0.6646408,1
LN-00000581,2023-Q3,0.9114924,1
LN-00000582,2023-Q1,0.982117,1
LN-00000583,2022-Q2,0.17856781,0
LN-00000584,2024-Q2,0.28331524,0
LN-00000585,2022-Q1,0.38701963,0
LN-00000586,2021-Q4,0.050650652,0
LN-00000587,2022-Q2,0.017383514,0
LN-00000588,2021-Q3,0.47380787,0
LN-00000589,2021-Q3,0.96122766,1
LN-00000590,2022-Q3,0.19895956,0
LN-00000591,2021-Q1,0.5975071,1
LN-00000592,2023-Q1,0.18962978,0
LN-00000593,2023-Q3,0.100620665,0
LN-00000594,2022-Q2,0.14761643,0
LN-00000595,2024-Q3,0.29867145,0
LN-00000596,2024-Q2,0.49391484,0
LN-00000597,2022-Q3,0.30220753,0
LN-00000598,2024-Q1,0.7468611,1
LN-00000599,2022-Q1,0.14367582,0
LN-00000600,2022-Q3,0.11302228,0
LN-00000601,2024-Q2,0.1492776,0
LN-00000602,2021-Q3,0.9709132,1
LN-00000603,2021-Q4,0.7511265,1
LN-00000604,2022-Q3,0.11982488,0
LN-00000605,2022-Q4,0.7030754,1
LN-00000606,2022-Q1,0.07822885,0
LN-00000607,2022-Q1,0.064785495,0
LN-00000608,2023-Q2,0.078159794,0
LN-00000609,2023-Q3,0.19617769,0
LN-00000610,2023-Q3,0.981601,1
LN-00000611,2021-Q4,0.075424805,0
LN-00000612,2022-Q1,0.2229747,0
LN-00000613,2022-Q2,0.041776475,0
LN-00000614,2021-Q2,0.2198551,0
LN-00000615,2022-Q2,0.7139597,1
LN-00000616,2022-Q3,0.6766436,1
LN-00000617,2023-Q2,0.48703358,0
LN-00000618,2021-Q3,0.108254574,0
LN-00000619,2021-Q2,0.19447927,0
LN-00000620,2022-Q1,0.11970514,0
LN-00000621,2023-Q3,0.93546444,1
LN-00000622,2022-Q4,0.39350075,0
LN-00000623,2024-Q1,0.7466793,1
LN-00000624,2021-Q4,0.4398057,0
LN-00000625,2024-Q1,0.27527276,0
LN-00000626,2021-Q2,0.17509012,0
LN-00000627,2023-Q1,0.9934803,1
LN-00000628,2024-Q3,0.124486506,0
LN-00000629,2021-Q1,0.14269033,0
LN-00000630,2024-Q1,0.016223924,0
LN-00000631,2022-Q1,0.046705604,0
LN-00000632,2023-Q3,0.31073716,0
LN-00000633,2023-Q1,0.19891557,0
LN-00000634,2022-Q1,0.15647869,0
